word,home_row_score,bigram_bonus,frequency_score,movement_cost
boards,15,0,101,25
reserve,5,0,172,13
commission,10,0,168,50
temples,10,0,147,26
invented,5,0,180,22
dislike,20,0,126,27
transformed,20,0,214,27
Gary,5,0,48,6
sickness,20,10,147,30
Campbell,15,0,104,28
disbelief,20,0,173,31
drift,10,0,86,13
pop,0,0,34,2
Kennedy,5,0,135,14
temptation,5,0,221,43
penny,0,0,90,16
da,10,0,37,2
booth,0,0,95,18
punch,0,0,61,10
tub,0,0,40,9
folly,15,0,59,11
patrol,10,0,110,24
scanned,15,0,143,5
perfection,5,0,206,32
paths,10,0,95,21
stubborn,5,0,124,31
standards,30,0,178,20
closest,15,0,146,25
Caesar,15,0,124,10
beef,5,0,87,5
owners,5,0,125,16
conceived,5,0,172,38
farmers,15,0,131,18
application,15,0,193,42
artists,15,0,156,23
episode,10,0,157,32
whence,0,0,130,11
Englishman,15,0,149,16
costume,5,0,131,33
Orleans,15,0,132,17
rival,10,0,78,18
affect,15,0,112,13
realm,10,0,100,16
perfume,5,20,122,23
echo,0,0,87,12
smells,20,0,107,14
vengeance,5,0,197,15
chains,10,0,111,17
resolve,10,0,151,23
behave,5,0,126,9
reign,0,0,103,14
VI,0,0,0,0
prime,0,0,90,21
increasingly,15,0,214,40
pan,5,0,51,10
session,15,0,159,21
Ivan,5,0,48,0
disturbing,10,0,158,42
appearing,10,0,164,36
Frederick,10,10,156,25
Carrie,5,0,119,13
misfortune,10,0,188,41
widely,10,0,97,20
bald,15,0,54,10
independence,10,0,274,37
discourse,15,0,167,33
Co.,0,0,23,18
Gerald,15,0,105,18
begging,0,0,102,22
twist,5,0,101,20
attraction,10,0,221,28
refer,5,0,119,6
Admiral,15,0,95,26
fiery,5,0,90,13
Lou,0,0,31,11
probable,10,0,130,31
breaks,15,0,106,17
ninety,0,0,133,22
wrists,10,0,111,21
gravity,5,0,105,20
achieve,5,0,151,19
Navy,5,0,33,6
Arnold,10,0,86,24
Grandma,15,0,107,12
Stanley,10,0,128,24
rabbit,5,0,100,15
resentment,5,0,253,29
happier,5,0,131,18
strictly,10,0,139,27
Raymond,10,0,93,32
alcohol,15,0,120,42
regiment,0,0,176,31
lust,10,0,67,11
hood,5,0,76,16
shelves,15,0,147,20
fuel,10,20,65,13
coin,0,0,72,18
occupation,5,0,169,47
spat,10,0,76,24
stack,15,10,81,14
measures,15,0,172,19
jewels,15,0,115,15
suite,5,0,113,12
snorted,10,0,158,19
hearth,5,0,144,16
softened,15,0,185,25
parallel,25,0,147,34
pleasures,20,0,183,25
feeble,10,0,138,16
underground,10,0,185,35
shine,5,0,117,20
rug,0,0,32,10
Rosa,10,0,66,18
twisting,5,0,149,31
Logan,5,0,73,18
declare,15,0,152,21
Noah,5,0,65,18
Vincent,0,0,135,27
assurance,20,0,180,17
Hal,10,0,37,6
j,5,0,0,0
Atlantic,10,0,140,30
artistic,10,0,166,30
Seth,0,0,84,10
cocked,10,10,92,28
fascinated,25,0,202,29
erect,0,0,130,10
shorts,10,0,124,20
sparkling,20,0,129,37
Countess,10,0,154,27
dwelling,15,0,129,18
registered,10,0,236,28
socks,15,10,71,26
languages,20,0,159,25
awareness,20,0,208,17
Frances,10,0,128,13
stricken,10,10,154,29
wrath,5,0,95,16
renewed,5,0,172,10
helmet,5,0,141,19
ankle,15,0,97,11
destination,15,0,254,36
mug,0,0,22,14
medium,5,0,94,18
Quinn,0,0,70,16
edged,10,0,108,7
apologize,10,0,153,45
core,0,0,87,15
tomb,0,0,61,13
motives,5,0,138,29
Tyler,5,0,74,14
era,5,0,81,5
painter,5,0,155,34
topic,0,0,85,15
rocking,5,10,98,30
casting,10,0,126,16
purely,5,0,88,14
vulnerable,15,0,179,33
ashore,10,0,140,17
snap,10,0,70,11
scarce,10,0,116,12
bade,10,0,80,3
preparation,10,0,226,50
spilled,20,0,121,19
coarse,10,0,130,27
momentarily,10,0,204,46
primary,5,0,100,24
Megan,5,0,89,6
Antonio,0,0,134,27
gleam,10,0,88,14
childish,15,0,131,28
ache,5,0,89,3
comic,0,0,67,34
dense,10,0,128,7
disturb,10,0,111,26
joining,5,0,111,30
sworn,5,0,87,17
teasing,10,0,156,21
strolled,20,0,162,19
strings,10,0,130,18
nail,10,0,78,10
intervals,15,0,183,31
winked,10,0,101,24
sobbing,5,0,98,33
mix,0,0,29,16
handling,15,0,135,16
furiously,15,20,122,27
lab,10,0,41,6
taller,15,0,132,17
downtown,5,0,140,34
leapt,10,0,108,23
beautifully,20,20,169,30
settling,10,0,171,17
intimacy,5,0,135,30
Ken,0,0,58,6
mistakes,20,0,158,35
examples,15,0,145,24
Hollywood,15,0,118,32
essence,10,0,181,10
defeated,20,0,198,16
requires,5,0,161,17
ties,5,0,105,10
sleepy,10,0,119,21
reflect,10,0,148,19
caution,5,0,132,22
drifting,10,0,133,24
propped,5,0,109,20
pet,0,0,71,9
promising,5,0,141,50
sixth,5,0,86,25
detailed,20,0,186,24
persisted,15,0,199,32
sunny,5,0,74,19
Napoleon,10,0,146,34
incidents,10,0,188,35
whirled,10,0,127,24
bout,0,0,62,13
attacks,20,10,133,19
breathless,20,0,219,31
blazing,10,0,88,28
logical,15,0,107,34
pathetic,5,0,170,36
dated,15,0,115,10
roused,10,0,119,16
eyelids,15,0,147,20
gracious,10,0,128,25
husbands,20,0,127,17
wonders,10,0,138,23
draped,15,0,112,24
consisted,15,0,188,40
channel,10,0,142,8
tube,0,0,78,12
relatively,15,0,200,38
perceive,0,0,170,31
isolated,20,0,177,32
vessels,20,0,148,17
overwhelmed,10,0,215,35
battered,10,0,190,10
floors,15,0,101,14
Nelson,10,0,112,30
smashed,20,0,139,7
yield,10,0,90,16
wrought,0,0,107,21
solemnly,15,0,137,27
Gilbert,5,0,121,21
colleagues,20,0,189,33
columns,10,0,98,21
differently,20,0,207,28
Clare,10,0,93,17
compliment,5,0,170,53
dates,15,0,122,11
linked,15,0,106,20
obscure,5,0,119,22
accurate,10,0,157,21
hears,10,0,118,13
frankly,20,0,90,13
hastened,15,0,198,14
surgeon,5,0,132,31
creative,5,0,178,27
caring,5,0,98,16
strict,5,0,121,22
texts,5,0,112,14
Todd,10,0,48,16
fragments,15,0,167,20
partners,10,0,171,27
critics,5,0,123,23
delivery,10,0,149,22
acres,10,0,108,7
shells,20,0,119,14
titles,10,0,144,16
earnestly,15,0,203,25
outline,5,0,149,20
instruments,10,0,225,39
dismay,15,0,90,20
Sydney,5,0,83,18
hideous,10,0,140,29
repeating,5,0,199,34
Tess,10,0,76,5
Senator,5,0,151,20
suspicions,15,0,164,50
boring,0,0,92,26
canoe,5,0,114,15
Georgia,5,0,130,34
tendency,5,0,171,17
darker,15,0,114,14
Miranda,15,0,121,20
grimly,5,0,70,24
frowning,5,0,122,31
adjusted,25,0,143,20
roaring,5,0,130,30
licked,15,10,94,20
association,20,0,230,52
wars,10,0,69,9
hast,10,0,89,5
housekeeper,10,0,247,42
tumbled,10,0,110,21
churches,5,0,137,19
irritated,10,0,207,24
rider,5,0,108,12
depressed,20,0,202,20
Maurice,5,0,118,25
rotten,0,0,153,14
cemetery,0,0,181,16
teased,15,0,160,9
earliest,15,0,198,24
Mister,5,0,123,22
apology,10,0,99,32
chaos,10,0,93,17
noisy,5,0,89,22
paced,10,0,89,14
judged,15,0,78,14
Jan,5,0,45,0
quest,5,0,93,16
sour,5,0,68,13
recognised,10,0,204,40
referring,5,0,184,18
coins,5,0,91,19
overwhelming,5,0,212,47
youthful,10,20,109,20
subsequent,10,0,183,36
frantic,10,0,126,21
rivers,5,0,117,19
anticipated,15,0,230,44
Eva,5,0,27,0
traces,10,0,135,10
di,5,0,34,6
spared,15,0,118,25
Joyce,0,0,75,21
awaiting,10,0,151,26
arguing,5,0,104,24
weep,0,0,89,8
Stella,15,0,114,18
shivering,5,0,164,33
warmed,10,0,108,14
psychological,20,0,186,66
glowed,10,0,99,18
neighbours,5,0,176,33
chiefly,10,0,110,20
ultimately,15,0,183,29
squeeze,5,0,142,18
Miriam,5,0,92,24
prose,5,0,103,21
unaware,10,0,141,16
heroic,0,0,126,18
Kyle,5,0,56,13
handing,10,0,123,16
considerably,20,0,207,46
dedicated,20,0,195,24
interpretation,5,0,329,54
experiment,0,0,214,44
Carlos,15,0,96,19
attending,10,0,197,26
trailed,15,0,154,21
drunken,10,0,120,24
transferred,20,0,240,13
kidding,15,0,96,23
Connie,0,0,122,31
Leslie,10,0,128,17
revelation,10,0,225,36
filthy,10,0,91,21
ruled,10,0,89,10
bedside,15,0,146,19
aching,5,0,98,16
hurrying,0,0,116,22
Claude,15,0,96,25
succession,15,0,184,35
weighed,5,0,141,18
Hans,10,0,64,1
Thompson,5,0,116,54
ached,10,0,102,4
wider,5,0,97,14
sniffed,20,0,124,17
magical,15,0,104,22
baseball,25,0,139,12
ankles,20,0,116,13
descent,10,0,164,15
Christians,15,0,188,31
arrows,10,0,109,17
engineer,0,0,200,23
Amelia,10,0,103,18
thereby,0,0,150,19
swell,15,0,88,7
mouse,5,0,95,19
identical,15,0,185,32
fatigue,10,0,132,30
Judy,5,0,27,16
complaint,10,0,149,59
smoothly,10,0,135,27
Malcolm,15,0,87,30
Fortunately,10,0,204,38
goat,5,0,80,23
mock,5,10,40,23
cord,5,0,62,16
wipe,0,0,72,15
tips,5,0,73,14
ribbon,0,0,91,30
revolver,5,0,153,26
profile,10,0,124,29
sized,10,0,91,19
eyebrow,0,0,134,25
warmly,10,0,75,18
trigger,0,0,134,17
wander,10,0,121,6
acceptance,10,0,203,23
noticing,0,0,146,40
giggled,10,0,102,28
harbor,5,0,106,22
wiping,0,0,81,18
opera,5,0,109,13
levels,15,0,122,21
Craig,5,0,69,24
circled,10,0,118,28
dipped,10,0,96,16
corrected,5,0,191,26
panting,5,0,125,26
wallet,15,0,121,15
sweetheart,10,0,255,20
stillness,25,0,188,20
Joey,0,0,67,18
interfere,5,0,225,21
beans,10,0,106,7
comrades,15,0,150,31
contest,5,0,163,31
blocked,15,10,101,28
classic,20,0,112,28
inspiration,10,0,220,46
improved,5,0,128,42
cargo,5,0,79,17
natives,10,0,153,21
healing,10,0,140,22
repair,5,0,125,30
beheld,10,0,124,18
comfortably,15,0,159,46
mischief,10,0,139,31
derived,10,0,144,18
proportion,0,0,183,32
Mum,0,0,16,14
sandwich,15,0,131,19
debate,10,0,145,11
observing,5,0,152,33
tangled,15,0,141,17
Pearl,10,0,93,14
survival,15,0,109,35
administration,20,0,286,62
spray,10,0,73,25
eternity,0,0,196,21
travelled,20,0,186,19
simultaneously,25,0,245,55
situations,15,0,210,38
failing,15,0,111,23
chorus,5,0,94,23
lump,5,0,33,18
conception,0,0,194,46
hitherto,0,0,190,25
jar,10,0,43,8
downward,15,0,125,26
item,0,0,93,8
coats,10,0,102,27
Dennis,5,0,118,21
brutal,10,0,94,20
affectionate,20,0,265,33
competition,0,0,221,56
deputy,5,0,98,14
accepting,5,0,159,26
chimney,0,0,119,22
propose,5,0,132,23
tennis,5,0,146,20
countryside,10,0,201,45
chat,5,0,78,5
apt,5,0,57,15
fascinating,20,0,199,37
scandal,25,0,121,11
refusing,10,20,137,28
i.e.,0,0,59,14
liking,10,0,83,16
cafe,10,0,78,5
thankful,20,20,120,17
pony,0,0,54,16
artificial,20,0,184,48
finishing,10,0,153,45
kin,5,0,43,11
approved,10,0,130,34
costs,10,0,96,25
worker,5,0,106,20
fools,15,0,83,14
seas,15,0,101,6
engines,5,0,163,24
neighbourhood,5,0,233,50
addressing,25,0,191,22
landlord,25,0,135,22
perched,5,0,139,16
Edgar,10,0,61,8
cease,10,0,128,9
unnecessary,15,0,220,25
packing,10,10,88,26
photos,5,0,115,35
positively,10,0,175,40
behold,10,0,108,22
rounds,10,0,101,17
simplicity,10,0,148,51
garments,10,0,160,23
bury,0,0,37,12
Collins,15,0,107,23
kneeling,10,0,158,23
Belle,10,0,100,13
fancied,15,0,132,17
[Icolours,10,0,111,23
video,5,0,97,21
pinned,5,0,118,14
Cassie,15,0,122,13
constructed,10,0,210,42
clapped,15,0,107,30
preparations,15,0,244,51
ropes,5,0,103,15
trash,10,0,107,7
inherited,5,0,214,22
crashed,15,0,139,14
extensive,5,0,205,32
swords,15,0,98,16
Marshall,25,0,128,14
Herr,0,0,74,4
scorn,5,0,88,19
sentences,10,0,228,20
crowds,10,0,88,19
consumed,10,0,136,36
improve,0,0,115,41
tribes,5,0,128,18
hauled,15,0,114,14
horns,5,0,98,19
hesitate,10,0,213,27
matched,10,0,136,14
huddled,20,0,115,22
unlocked,15,10,125,35
essay,15,0,106,9
depression,15,0,214,34
Museum,5,0,81,26
unexpectedly,10,0,215,47
awfully,20,20,77,12
enjoyment,5,0,180,32
boiled,10,0,111,18
ne,0,0,58,3
bat,5,0,56,5
jet,5,0,66,5
Jon,0,0,43,18
nurses,10,0,123,17
quantity,5,0,135,25
cautious,10,0,139,21
mourning,0,0,123,34
describes,15,0,179,25
customer,5,0,149,34
fading,15,0,91,19
declined,15,0,163,24
ter,0,0,83,3
supreme,5,0,134,22
satin,10,0,112,17
retreated,10,0,242,16
mattress,15,0,180,9
avoiding,10,0,131,30
Lizzie,0,0,80,29
launched,15,0,143,24
guardian,15,0,135,34
instinctively,10,0,244,50
jest,10,0,85,9
cents,5,0,113,15
deaths,15,0,140,15
passions,20,0,151,29
bred,5,0,73,6
crooked,10,0,125,18
luggage,10,0,101,11
helpful,15,20,101,24
representative,10,0,336,51
Harvey,5,0,89,14
deliberate,15,0,234,31
rattled,15,0,160,18
accordingly,15,0,160,38
toy,0,0,56,7
diamonds,20,0,140,35
attendant,15,0,222,19
races,10,0,108,9
groan,5,0,91,18
slumped,15,0,103,31
feather,10,0,171,19
tenderly,10,0,172,15
render,5,0,145,8
register,5,0,185,26
carries,10,0,147,15
Cal,10,0,37,6
Evelyn,5,0,79,16
rocky,5,10,57,20
punished,10,0,143,30
resembled,15,0,188,20
Gregory,0,0,109,24
swam,10,0,58,3
vehicles,10,0,158,35
appreciation,10,0,237,54
apprehension,10,0,251,44
armor,5,0,90,22
Oscar,10,0,70,6
Joanna,10,0,112,18
behaved,10,0,139,10
heartily,10,0,165,18
applause,20,0,138,35
headache,15,0,183,13
sales,20,0,113,14
doubtful,15,20,102,28
crawl,10,0,70,16
cuts,5,0,63,13
mused,10,0,85,16
agitated,15,0,181,24
Carolina,15,0,143,22
im,0,0,28,8
preacher,5,0,169,14
Rev.,0,0,41,6
respects,10,0,173,31
ol,5,0,35,3
shiver,5,0,117,21
spectacle,15,0,181,40
blush,10,0,62,14
shrug,5,0,70,15
bike,5,0,66,15
heated,10,0,159,14
panel,10,0,101,18
Mitch,0,0,75,16
disgrace,15,0,148,25
Kent,0,0,86,11
meadow,10,0,112,22
objection,5,0,165,37
helps,10,0,93,21
nineteen,0,0,223,26
complexion,5,0,158,58
suggesting,10,0,171,33
flicked,20,10,101,23
bronze,0,0,104,21
wheeled,10,0,164,16
fright,5,0,97,18
Ellie,10,0,83,13
funds,15,20,67,14
Harrison,10,0,143,32
recollection,10,0,248,42
tremble,5,0,145,16
Phoebe,0,0,121,21
rises,10,0,115,15
locks,15,10,64,21
masses,20,0,127,5
willingly,15,0,117,26
opportunities,5,0,256,38
unseen,5,0,144,13
spoon,5,0,90,19
Baker,10,0,83,10
Becky,5,10,55,12
diary,10,0,82,20
Robinson,5,0,130,52
hooked,10,0,116,18
virtually,15,0,132,30
laughs,15,0,88,21
plump,5,0,39,22
pounded,10,0,120,14
torch,0,0,94,13
Irene,0,0,114,11
jerk,10,0,59,7
yourselves,15,0,184,29
Horace,5,0,111,21
liberal,15,0,130,24
Harper,5,0,104,18
mentally,15,0,147,24
monkey,5,0,96,30
fragile,15,0,126,20
screams,15,0,134,10
rim,0,0,46,12
tho,0,0,68,14
proceedings,10,0,210,39
vulgar,10,0,72,18
barrier,5,0,142,14
traditions,15,0,213,30
followers,20,0,158,24
awaited,15,0,155,18
pillows,15,0,99,15
reads,15,0,112,7
stamped,15,0,135,27
entertained,10,0,285,37
replace,10,0,145,21
rational,15,0,170,28
Murray,5,0,75,20
Troy,0,0,46,12
Edinburgh,5,0,109,30
Cape,5,0,68,17
calculated,25,0,176,34
separation,15,0,221,45
merit,0,0,111,11
Leon,0,0,81,18
cowboy,0,0,71,30
thrill,10,0,109,15
pots,5,0,74,9
parade,15,0,124,21
vegetables,15,0,211,29
frightening,5,0,203,39
solve,10,0,95,20
exceedingly,10,0,201,29
unwilling,10,0,128,27
economy,0,0,125,45
crumpled,10,0,111,34
rocked,10,10,102,24
pleasantly,25,0,189,24
Solomon,5,0,107,42
golf,10,0,47,15
makeup,10,0,86,16
gasp,10,0,55,10
fashionable,25,0,211,34
folds,20,0,73,14
peasants,20,0,178,21
spoiled,15,0,131,19
muddy,10,0,47,16
pulls,15,0,57,9
candy,10,0,72,6
sexy,5,0,63,11
harmony,5,0,117,32
lend,10,0,83,10
shades,20,0,132,6
vacant,10,0,108,5
couples,10,0,114,25
stall,20,0,95,15
Ethan,5,0,90,10
anchor,5,0,112,14
Scottish,5,0,143,24
shorter,5,0,161,19
ridden,10,0,123,14
bulk,10,0,27,9
random,10,0,105,22
del,10,0,63,6
advise,15,0,118,21
Stewart,5,0,142,15
references,10,0,243,15
Edmund,10,0,61,20
rack,10,10,53,9
providing,5,0,130,48
resigned,10,0,173,22
executed,5,0,171,21
appreciated,15,0,224,44
cupboard,10,0,105,44
smelling,15,0,136,19
imaginary,10,0,148,30
drawers,15,0,137,13
lingering,5,0,163,26
bursting,5,0,124,28
leisure,10,0,154,27
wits,5,0,74,13
comforting,5,0,160,44
quivering,0,0,136,31
visions,10,0,126,33
ambulance,15,0,148,17
scare,10,0,108,6
Melissa,20,0,134,18
waitress,15,0,174,17
shudder,15,0,127,15
annual,15,0,110,20
Leonard,10,0,136,24
distinguish,15,0,194,44
brushing,5,0,115,30
startling,15,0,175,27
salad,25,0,93,15
subdued,15,0,104,25
tossing,10,0,135,27
Watson,10,0,113,26
organ,5,0,91,9
drum,5,0,46,12
gladly,20,0,73,20
substantial,25,0,207,45
tickets,10,10,143,26
destined,15,0,189,22
recording,5,0,165,34
transport,10,0,182,22
incapable,15,0,159,39
remainder,10,0,198,24
masculine,15,0,159,23
Gloria,10,0,98,26
correspondence,10,0,290,45
squad,15,0,65,17
technology,5,0,181,35
emptied,5,0,150,27
duck,10,10,32,17
cells,15,0,90,13
Ali,5,0,33,8
monk,5,0,52,23
celebration,10,0,234,42
Beatrice,5,0,175,27
Russians,20,0,131,29
shrill,15,0,100,11
announcement,5,0,255,35
encouragement,5,0,277,38
encourage,5,0,184,24
lounge,5,0,107,15
gut,0,0,42,9
Jess,10,0,76,5
yell,10,0,68,8
cute,0,0,82,11
monstrous,10,0,164,37
Ruby,0,0,19,20
watches,10,0,142,17
vicious,5,0,103,33
beliefs,15,0,139,19
Cynthia,5,0,117,38
Mars,10,0,61,7
wreck,5,10,74,11
wheat,5,0,115,13
swayed,15,0,107,13
arch,5,0,69,8
robbed,5,0,100,18
rolls,15,0,84,13
gestures,10,0,174,17
conventional,10,0,240,48
celebrate,10,0,209,31
inviting,0,0,139,30
soothing,5,0,157,33
picnic,0,0,85,26
realization,15,0,229,38
lacked,20,10,98,16
Republic,5,0,98,36
junior,5,0,90,24
scarf,15,0,76,6
virtues,5,0,134,21
curb,0,0,39,14
sketch,10,0,113,15
decades,20,0,154,9
stored,10,0,138,15
mule,5,0,66,13
ditch,5,0,87,14
Roland,15,0,92,20
severely,10,0,172,17
dwell,15,0,82,8
fro,5,0,47,6
provides,10,0,140,37
clicked,15,10,103,26
prompted,5,0,137,38
nursing,5,0,113,28
cruelty,5,0,118,20
yonder,5,0,118,16
Teddy,10,0,70,8
partially,20,0,151,34
Heather,5,0,164,20
provisions,10,0,172,53
Wells,15,0,81,13
judges,15,0,85,15
explains,15,0,141,40
confronted,10,0,197,44
trucks,10,10,83,20
betray,5,0,118,16
whispers,10,0,146,37
Arab,5,0,47,8
Steven,0,0,127,16
statements,15,0,248,34
thrilled,15,0,159,21
Caleb,10,0,79,14
successfully,30,20,165,27
wages,10,0,95,7
slavery,15,0,121,17
flooded,20,0,127,15
Eden,5,0,71,6
deaf,15,0,82,7
employees,10,0,187,28
writings,5,0,139,21
arc,5,0,51,8
ho,0,0,41,9
repeatedly,15,0,220,32
represents,10,0,241,31
flock,15,10,52,20
ducked,15,10,83,22
steering,5,0,188,19
scholar,15,0,123,23
paces,10,0,96,15
garbage,10,0,122,11
Percy,0,0,70,14
a.m.,5,0,32,0
sped,10,0,76,17
Sophia,5,0,92,36
Mademoiselle,25,0,245,35
Cameron,5,0,131,18
automatically,25,0,225,46
chasing,10,0,117,16
compound,5,0,108,40
adults,20,0,104,15
trips,5,0,91,16
Wayne,5,0,89,15
oddly,15,0,66,13
crisp,5,0,72,24
robes,5,0,102,19
surprisingly,15,0,174,55
approve,5,0,118,33
stooped,10,0,148,17
lo,5,0,35,3
Spencer,0,0,129,24
streaming,10,0,181,25
slain,15,0,97,27
depended,15,0,179,22
actors,10,0,120,17
Wales,15,0,94,13
Ibid,5,0,38,14
salary,20,0,104,19
timber,0,0,116,15
functions,10,20,153,30
Dante,5,0,110,7
ash,10,0,62,2
welfare,15,0,145,17
sweetness,15,0,226,14
biting,0,0,100,22
trifle,10,0,123,18
scar,10,0,70,5
honesty,5,0,151,28
sails,20,0,95,16
forests,15,0,150,22
wagons,10,0,99,21
Nell,10,0,62,8
odor,5,0,76,19
phrases,15,0,143,23
clubs,10,0,52,15
compare,5,0,124,43
Joel,5,0,73,20
selection,10,0,206,33
prices,5,0,110,23
Hawk,10,0,34,7
Casey,10,0,88,6
Ay,0,0,6,6
oven,0,0,84,15
lets,10,0,96,11
automatic,10,0,171,38
classical,30,0,149,34
pleading,15,0,140,28
Christianity,10,0,223,42
lofty,10,0,74,12
supporting,5,0,154,27
crawling,10,0,117,26
storage,10,0,155,20
Peggy,0,0,56,12
Sharon,5,0,104,18
v,0,0,3,0
tan,5,0,72,5
streams,15,0,153,10
doctrine,5,0,168,37
launch,10,0,92,20
dash,15,0,75,4
Leah,5,0,81,6
harvest,10,0,148,17
Mme,0,0,45,3
chased,15,0,121,4
definition,10,0,210,40
theories,5,0,202,30
Travis,10,0,85,23
threats,10,0,172,22
describing,10,0,169,36
engage,5,0,133,6
enabled,15,0,150,15
hurting,0,0,119,22
piercing,0,0,138,28
stiffened,20,0,190,21
Neil,5,0,71,10
commanding,10,0,150,34
petty,0,0,104,10
smallest,25,0,159,18
nothin,0,0,129,34
institution,5,0,235,36
crush,5,0,72,14
reverse,5,0,172,13
Satan,10,0,96,10
yanked,15,0,104,16
strategy,10,0,166,25
Jacques,10,0,99,13
accomplish,15,0,147,42
lt,5,0,39,3
deceived,10,0,172,24
smoothed,10,0,168,23
axe,5,0,63,3
rub,0,0,31,10
swaying,10,0,104,19
punched,5,0,112,14
poked,10,0,81,10
marching,5,0,124,24
network,5,0,135,23
spoil,10,0,80,13
git,0,0,54,11
occurs,5,0,84,22
Rita,5,0,73,16
wolves,10,0,102,21
Meredith,5,0,173,20
Victorian,5,0,163,42
fuss,15,20,53,10
regretted,5,0,223,14
ample,10,0,88,19
dangers,15,0,139,9
cannon,5,0,116,18
communicate,5,0,193,55
stockings,15,10,146,34
expenses,10,0,179,28
resort,5,0,143,17
dagger,10,0,105,6
tests,10,0,130,12
connections,5,0,228,43
hedge,5,0,113,9
scratch,10,0,124,19
dangling,15,0,123,18
hostess,15,0,163,25
Violet,5,0,121,19
hardened,15,0,183,14
seventh,5,0,164,21
Academy,10,0,97,12
h,0,0,18,0
existing,5,0,153,33
railing,10,0,123,24
enterprise,5,0,243,36
yon,0,0,49,12
coincidence,5,0,219,39
flashlight,25,0,165,32
justified,20,0,154,32
fare,10,0,87,8
refrigerator,10,0,256,38
assuming,15,0,125,30
virgin,0,0,89,32
talents,15,0,168,28
verses,10,0,135,11
blamed,15,0,99,16
illegal,20,0,126,16
bands,15,0,81,3
fake,15,0,72,12
irritation,5,0,220,34
perception,0,0,205,40
briskly,15,0,83,22
stations,15,0,181,28
skinny,10,0,89,21
Murphy,0,0,56,32
cough,0,0,63,18
instincts,10,0,183,33
novelist,10,0,163,39
Alas,15,0,56,13
boiling,5,0,107,22
demons,10,0,120,23
Duchess,10,0,111,19
Paula,15,0,69,14
strikes,15,0,144,18
restore,5,0,181,17
cancer,5,0,118,4
protecting,0,0,194,36
surgery,5,0,113,19
congregation,5,0,235,44
Hugo,0,0,37,23
inspection,5,0,203,46
someday,15,0,130,29
Abraham,10,0,97,8
trunks,10,0,95,20
federal,20,0,150,15
Homer,0,0,86,22
Jersey,5,0,119,12
rural,10,0,81,16
cavalry,15,0,96,12
commenced,5,0,163,28
expectation,5,0,233,51
whites,5,0,131,17
grandson,15,0,143,28
twentieth,0,0,224,27
knives,10,0,104,26
Christine,5,0,183,33
institutions,10,0,254,37
concert,0,0,143,23
fingertips,10,0,183,32
pierced,5,0,142,16
Pa,5,0,25,0
wrap,5,0,55,16
Sheila,10,0,114,16
dreaded,20,0,157,10
induced,10,0,121,26
survey,5,0,92,19
imagining,5,0,147,40
whisky,10,0,73,22
agitation,10,0,194,34
annoyance,10,0,185,21
inward,10,0,103,18
whatsoever,10,0,216,32
commitment,0,0,186,45
recovery,0,0,152,28
explore,5,0,135,26
ledge,10,0,107,11
Mitchell,10,0,137,24
slap,15,0,61,21
shadowy,15,0,110,21
projects,10,0,139,31
endured,10,0,148,15
fluttered,15,0,188,11
Egyptian,5,0,111,26
suppressed,20,0,184,21
heaved,10,0,135,10
procedure,5,0,170,33
il,5,0,33,2
react,5,0,116,9
wax,5,0,32,2
wears,10,0,107,11
tongues,5,0,141,26
retire,0,0,160,11
Dale,10,0,75,11
assignment,15,0,202,27
learnt,10,0,140,21
contented,5,0,215,36
blackness,25,10,148,27
hunters,5,0,149,25
eagle,10,0,119,14
sphere,5,0,137,24
pupils,10,0,72,15
click,10,10,52,21
electronic,5,0,214,49
touches,5,0,142,18
personnel,10,0,194,36
advancing,15,0,141,20
rats,10,0,89,13
alter,10,0,120,12
bounced,5,0,115,22
nicely,5,0,106,26
Kirk,5,0,41,15
Harvard,15,0,101,14
towers,5,0,132,16
tissue,10,0,132,20
necklace,15,10,152,21
logs,10,0,60,13
transfer,15,0,172,11
technical,10,0,178,27
semi,5,0,85,13
Derek,5,0,96,9
winced,5,0,107,18
dimly,10,0,59,22
indicating,10,0,182,40
depart,10,0,126,23
scholars,20,0,142,26
freed,10,0,114,3
Conrad,10,0,98,28
shawl,15,0,81,9
pleasing,15,0,147,28
lads,20,0,68,9
stiffly,20,0,98,17
gigantic,5,0,134,32
Hector,0,0,114,20
Rosie,5,0,101,29
poetic,0,0,123,20
Adrian,10,0,96,16
forgiveness,15,0,212,42
moist,5,0,97,21
hoarse,10,0,140,27
situated,15,0,178,27
sentimental,15,0,255,43
creeping,0,0,156,22
enthusiastic,15,0,252,57
laundry,15,0,102,26
deepest,10,0,179,21
holidays,20,0,136,33
coward,10,0,93,24
fits,10,0,74,12
enclosed,15,0,171,23
saloon,15,0,121,19
dialogue,15,0,145,43
external,10,0,179,21
advantages,25,0,200,19
attract,10,0,157,15
u,0,0,8,0
Hitler,5,0,116,20
Louisa,10,0,95,20
offence,10,0,141,14
protective,0,0,209,39
clumsy,10,0,61,20
Perry,0,0,80,6
retained,10,0,200,28
burial,10,0,88,28
Institute,5,0,188,17
mat,5,0,59,5
rented,5,0,154,12
apples,15,0,105,21
convincing,0,0,151,50
prints,5,0,111,27
relieve,5,0,168,19
possessions,25,0,225,31
formidable,20,0,167,42
Milton,5,0,103,26
Sebastian,15,0,179,22
Doug,0,0,37,18
presumably,15,0,143,30
challenged,20,0,191,18
beads,15,0,99,9
