word,home_row_score,bigram_bonus,frequency_score,movement_cost
Monday,10,0,86,28
gathering,5,0,179,26
nearer,5,0,157,12
mounted,5,0,136,26
model,10,0,93,22
sunlight,10,0,132,34
weary,5,0,94,10
threatened,10,0,262,27
Johnson,5,0,123,36
notion,0,0,134,26
Virginia,5,0,132,48
addition,15,0,162,24
packed,15,10,92,20
temple,5,0,128,24
failure,15,0,129,18
gasped,15,0,106,18
sixty,5,0,73,21
refuse,10,20,128,15
flame,15,0,89,12
senses,15,0,153,10
generous,5,0,170,23
fucking,10,30,73,27
romantic,5,0,149,30
services,10,0,164,28
Jenny,0,0,85,12
secure,5,0,130,16
feed,10,0,96,3
tip,0,0,54,5
backed,15,10,90,10
tower,0,0,113,13
contrary,5,0,145,34
performance,10,0,207,27
file,10,0,78,12
design,10,0,117,18
activity,5,0,138,28
resting,5,0,149,18
Nancy,5,0,59,6
beg,0,0,49,6
gain,5,0,72,16
Amy,0,0,13,6
supply,10,0,57,15
scream,10,0,115,9
destroy,10,0,143,16
sheep,5,0,119,11
partly,10,0,93,20
burn,0,0,51,14
interests,10,0,228,27
narrative,10,0,194,27
arrive,5,0,122,19
seeking,10,0,145,17
raising,10,0,130,34
dignity,5,0,114,26
secretary,10,0,197,23
Lieutenant,5,0,225,29
exercise,5,0,181,28
claimed,15,0,124,32
conscience,5,0,204,39
fed,10,0,58,3
parking,10,0,98,28
politics,10,0,137,21
loudly,15,0,74,16
Saint,5,0,93,21
pockets,10,10,123,25
beast,10,0,113,11
offering,10,0,139,21
fierce,5,0,130,18
lined,10,0,104,14
appreciate,10,0,211,43
detective,5,0,214,27
results,15,0,142,17
Lily,5,0,39,12
minister,5,0,172,38
panic,5,0,80,26
utterly,5,0,137,11
behavior,5,0,150,20
Chris,5,0,76,15
muscles,15,0,112,27
hint,0,0,87,21
purple,5,0,88,21
map,5,0,38,10
split,10,0,85,18
clerk,10,0,79,15
exchange,5,0,154,6
screaming,10,0,162,25
Molly,10,0,53,14
collar,15,0,98,22
basket,15,0,116,11
stated,15,0,149,17
produce,5,0,114,33
December,0,0,152,16
keeps,10,0,103,20
Papa,10,0,55,20
lately,15,0,120,20
recalled,20,0,164,16
Bible,5,0,76,27
rank,10,0,65,9
cash,10,0,70,2
centre,0,0,150,13
treatment,5,0,228,26
fail,15,0,64,13
breathed,10,0,181,22
dreadful,25,20,133,14
suspicion,10,0,145,49
trace,5,0,116,8
ridiculous,15,0,151,43
troubled,10,0,143,27
emerged,5,0,158,15
sprang,10,0,94,19
apparent,10,0,164,33
demand,15,0,116,6
camera,10,0,121,8
presently,10,0,184,24
spell,15,0,87,21
disappointed,20,0,230,42
noon,0,0,86,18
Japanese,15,0,170,27
stolen,10,0,139,19
plant,10,0,90,15
Oxford,10,0,60,16
owned,5,0,101,13
conclusion,10,0,163,48
stirred,10,0,154,13
unexpected,5,0,197,41
keys,10,0,65,12
replaced,15,0,158,22
signed,10,0,117,19
historical,15,0,192,46
movements,5,0,183,39
eyebrows,5,0,153,26
threat,5,0,153,18
active,5,0,122,19
focus,10,0,65,28
highest,5,0,148,25
lean,10,0,95,8
duties,10,0,126,17
hundreds,15,0,147,21
bath,5,0,74,10
sacrifice,15,0,165,30
Hugh,0,0,33,14
bride,5,0,94,15
Caroline,10,0,156,25
signal,15,0,103,21
attractive,10,0,219,29
aged,10,0,81,4
shortly,10,0,123,21
bigger,0,0,94,20
tough,0,0,82,13
shone,5,0,118,22
trunk,5,0,76,16
embarrassed,25,0,224,15
purse,5,0,89,11
reference,5,0,224,13
frozen,5,0,106,21
eggs,5,0,69,4
central,10,0,148,22
songs,10,0,87,18
D.,0,0,0,0
fled,15,0,70,9
bags,10,0,54,1
Texas,10,0,82,7
mercy,0,0,78,14
Germany,5,0,114,14
site,5,0,105,12
Barbara,15,0,114,16
elbow,5,0,84,27
superior,5,0,151,27
games,10,0,95,5
knight,5,0,95,26
charged,10,0,126,12
dried,10,0,102,12
relaxed,15,0,144,16
widow,5,0,70,26
readers,15,0,168,11
images,10,0,116,13
inquired,5,0,139,22
County,0,0,84,24
criminal,10,0,132,38
objects,10,0,120,28
examined,10,0,162,23
thoroughly,5,0,159,41
smoking,10,0,98,25
picking,5,10,85,26
wire,0,0,84,11
charm,5,0,76,8
practical,15,0,150,32
release,15,0,188,17
departure,10,0,191,29
concerning,0,0,183,42
Tommy,0,0,43,24
cries,5,0,104,15
hut,0,0,54,9
Hannah,10,0,108,0
puzzled,10,0,77,22
Eve,0,0,41,3
magazine,10,0,142,19
bay,5,0,35,6
attempted,10,0,208,28
sheets,10,0,160,10
desired,15,0,160,16
boxes,5,0,85,23
Pete,0,0,103,7
parted,10,0,126,18
edition,5,0,163,23
blank,15,0,64,17
considering,10,0,207,46
etc.,0,0,74,7
describe,10,0,160,23
display,20,0,101,38
searched,15,0,177,17
host,5,0,87,21
shaped,15,0,118,19
greeted,5,0,178,10
jeans,15,0,102,7
acted,10,0,111,8
reflection,10,0,212,32
pillow,10,0,80,14
attended,15,0,201,14
runs,5,0,65,11
impressed,15,0,179,30
hath,5,0,88,10
reports,5,0,149,19
envelope,5,0,178,22
bite,0,0,91,13
flames,20,0,108,14
ed,5,0,51,1
crack,10,10,61,13
bunch,0,0,60,14
button,0,0,110,22
retired,5,0,173,12
hips,5,0,64,19
trick,5,10,77,18
Alexander,15,0,164,18
birthday,10,0,132,28
stopping,5,0,128,19
nearest,10,0,185,17
victory,0,0,106,32
wrist,5,0,92,17
assume,15,0,116,17
deserted,15,0,204,10
brings,5,0,89,17
completed,10,0,172,42
Danny,5,0,71,6
hallway,20,0,104,20
wandered,15,0,172,8
shelter,10,0,171,15
tore,0,0,106,10
directions,10,0,208,33
deny,5,0,77,10
indicated,15,0,186,32
bye,0,0,48,9
Avenue,0,0,108,17
peered,5,0,151,10
records,10,0,137,21
horizon,0,0,123,44
Africa,10,0,78,16
wives,5,0,88,19
Jackson,15,10,97,26
salt,15,0,83,10
separated,20,0,208,35
accustomed,15,0,176,34
sensation,15,0,212,25
begged,5,0,106,10
patience,5,0,183,29
remembering,0,0,216,26
create,5,0,154,15
fishing,10,0,112,29
beloved,10,0,131,24
gained,10,0,123,20
concluded,15,0,143,32
boats,10,0,98,27
Tim,0,0,28,16
resolved,15,0,163,24
amused,15,0,110,16
tape,5,0,96,22
enjoying,5,0,134,25
hid,5,0,52,14
companions,10,0,171,57
tracks,15,10,99,14
weekend,10,0,157,14
kindness,20,0,153,20
breathe,5,0,169,21
precisely,10,0,166,34
uncomfortable,15,0,220,56
ceremony,0,0,158,32
jail,15,0,58,14
adventure,10,0,190,21
cotton,0,0,128,26
expensive,5,0,184,42
trained,10,0,162,25
agreement,5,0,217,19
striking,10,0,135,23
decent,5,0,145,15
III,0,0,0,0
follows,20,0,102,20
Francis,10,0,111,23
blade,15,0,92,15
recovered,5,0,197,28
flushed,20,0,115,15
slammed,20,0,121,15
genius,5,0,113,21
challenge,15,0,178,17
suggestion,10,0,187,35
Martha,10,0,112,10
Ireland,15,0,126,18
blond,10,0,72,20
preferred,10,0,193,14
y,0,0,6,0
printed,5,0,143,26
haired,10,0,133,14
medicine,5,0,167,37
vague,5,0,80,11
gather,5,0,132,14
Patrick,10,10,101,23
squeezed,10,0,155,19
fury,5,20,39,9
hollow,10,0,95,22
admiration,15,0,199,38
European,5,0,137,26
acquaintance,15,0,225,43
unto,0,0,78,16
appeal,15,0,111,26
prisoners,10,0,182,41
fears,15,0,106,12
Western,5,0,161,16
extreme,0,0,167,16
discovery,10,0,148,38
pressing,10,0,147,24
G.,0,0,0,0
portion,0,0,137,20
tray,5,0,76,11
souls,15,0,81,16
fever,5,0,104,9
fix,5,0,28,13
Eric,0,0,47,16
danced,15,0,117,6
manager,10,0,139,4
exposed,10,0,137,25
P.,0,0,0,0
Ray,5,0,30,6
grounds,10,0,107,21
invitation,5,0,208,42
Sara,10,0,67,8
sugar,10,0,76,17
calmly,15,0,70,20
numerous,5,0,142,31
angel,10,0,101,8
invisible,10,0,160,49
workers,10,0,125,23
vessel,15,0,129,12
lands,20,0,89,9
gates,10,0,115,9
devoted,10,0,154,20
complex,5,0,95,40
discussed,25,0,158,30
dreamed,15,0,151,10
beings,5,0,109,17
marks,15,0,71,11
prefer,5,0,125,12
phrase,10,0,124,21
hired,5,0,108,14
Nicholas,15,0,126,35
Fred,5,0,69,6
divine,5,0,116,33
Princess,10,0,144,21
route,0,0,114,11
corners,5,0,144,25
useless,20,0,154,20
positive,5,0,157,33
cab,5,0,37,0
custom,5,0,93,30
collected,15,0,180,28
stern,5,0,122,11
teaching,5,0,164,21
virtue,0,0,115,19
platform,15,0,124,32
disturbed,15,0,161,30
rarely,10,0,117,16
chuckled,15,10,108,26
effects,15,0,144,16
resist,10,0,142,21
descended,20,0,200,14
damage,15,0,113,5
sail,15,0,76,11
smiles,15,0,116,18
covering,0,0,137,34
ruin,0,0,67,12
protest,5,0,158,23
grasp,10,0,73,18
wicked,10,10,89,24
appointed,10,0,178,28
manners,10,0,147,7
exact,5,0,99,8
Matthew,5,0,142,14
sum,5,0,34,13
splendid,20,0,142,35
Beth,0,0,84,10
investigation,10,0,271,46
strangers,15,0,190,16
enthusiasm,15,0,203,43
granted,10,0,147,16
chicken,5,10,117,28
plot,5,0,68,11
evident,5,0,160,26
Jacob,5,0,60,18
waving,5,0,82,18
carpet,5,0,122,19
footsteps,15,0,188,36
pregnant,5,0,160,15
relation,10,0,184,30
closet,10,0,127,21
string,5,0,111,17
seldom,15,0,112,27
Mexico,0,0,90,31
jerked,15,0,110,12
affected,20,0,162,16
sorts,10,0,106,18
candle,15,0,116,11
instructions,10,0,232,43
flow,10,0,48,13
neighborhood,5,0,225,50
generation,5,0,236,32
shout,5,0,95,14
murdered,10,0,153,16
branch,5,0,94,8
necessity,10,0,197,22
critical,10,0,140,28
assistance,25,0,221,27
walks,20,0,65,13
skill,20,0,66,9
defense,15,0,173,11
fellows,20,0,118,18
quit,0,0,57,10
eighteen,0,0,207,23
crossing,10,0,134,32
occasions,15,0,165,28
represented,10,0,273,30
equipment,0,0,166,32
Brian,5,0,84,16
goods,10,0,83,17
nod,5,0,56,16
spotted,10,0,153,17
practically,20,0,168,34
bitch,0,0,79,16
Ralph,10,0,61,20
ex,0,0,39,3
compared,10,0,137,44
applied,15,0,120,22
humor,0,0,74,28
tension,5,0,168,23
misery,5,0,109,20
trousers,10,0,170,20
benefit,5,0,156,19
struggling,10,0,144,31
drifted,15,0,136,16
pretend,5,0,160,16
gazing,5,0,78,16
L.,0,0,0,0
backward,20,10,102,18
urged,5,0,83,11
disease,20,0,172,21
hastily,15,0,128,12
soil,10,0,75,11
studying,10,0,120,25
February,5,0,117,26
drinks,15,0,93,23
inclined,10,0,154,28
punishment,5,0,185,37
wing,0,0,54,14
desperately,20,0,239,38
dug,5,0,27,12
bars,10,0,66,7
fur,5,20,33,7
existed,10,0,156,25
faithful,20,20,125,27
Claire,10,0,114,25
fuck,10,30,26,16
employed,10,0,142,27
mist,5,0,74,19
triumph,0,0,106,33
reasonable,20,0,222,33
civil,5,0,65,26
occasional,20,0,183,33
Jerry,0,0,80,6
variety,5,0,138,16
cheap,5,0,95,16
prayed,10,0,105,20
limited,10,0,139,24
jealous,20,0,125,23
curled,10,0,98,20
crept,0,0,97,17
classes,25,0,140,17
population,10,0,170,30
absolute,15,0,156,17
blinked,15,0,111,26
filling,15,0,99,17
proposed,10,0,144,24
emotional,10,0,195,35
marble,10,0,104,19
cities,5,0,134,21
Wilson,10,0,95,32
un,0,0,29,7
contents,5,0,183,37
program,5,0,102,28
swiftly,15,0,99,19
handkerchief,20,0,226,29
robe,0,0,83,17
massive,15,0,132,19
arrest,10,0,145,11
corn,0,0,69,18
Jonathan,10,0,158,28
thumb,0,0,65,19
shift,10,0,92,16
entering,0,0,189,23
assure,15,0,127,11
curtains,10,0,146,33
unconscious,10,0,178,44
safely,20,0,106,13
lesson,15,0,131,24
remote,0,0,151,19
smelled,20,0,139,15
loaded,20,0,123,16
vehicle,5,0,139,33
stove,5,0,110,20
arrested,15,0,196,14
straw,10,0,96,11
secrets,10,0,168,16
district,10,0,154,35
subjects,15,0,125,32
plays,15,0,67,21
roads,15,0,97,17
photograph,5,0,169,64
mid,5,0,41,14
tucked,10,10,97,19
bastard,20,0,130,16
favour,10,0,83,17
holds,15,0,85,17
universe,5,0,166,32
romance,5,0,139,17
policy,5,0,76,20
glimpse,10,0,109,37
contrast,10,0,167,33
answering,10,0,174,16
endless,20,0,159,16
slightest,15,0,188,28
sensed,15,0,147,9
bullet,10,0,102,15
planet,10,0,128,15
harsh,10,0,98,8
Lewis,5,0,85,17
latest,15,0,148,19
coach,5,0,82,18
Sergeant,5,0,172,19
Oliver,5,0,92,20
furious,10,20,104,20
Union,0,0,84,18
port,0,0,73,7
mask,15,0,53,5
scenes,10,0,143,12
helpless,20,0,162,23
puts,5,0,60,9
consideration,15,0,275,56
seats,15,0,128,14
brick,5,10,54,21
disappointment,15,0,272,55
tide,5,0,99,10
cop,0,0,37,10
eagerly,10,0,143,13
Catholic,10,0,134,32
countenance,5,0,236,31
survive,5,0,110,32
mate,5,0,97,7
crown,0,0,76,18
Meanwhile,10,0,179,25
Grant,5,0,90,13
Bobby,0,0,37,24
principal,10,0,137,44
appropriate,10,0,211,47
stretch,5,0,156,13
Italy,10,0,70,18
deliberately,20,0,252,38
method,5,0,126,26
slaves,20,0,116,16
utter,0,0,119,5
upward,10,0,76,19
embrace,5,0,139,14
neat,5,0,110,11
slender,15,0,158,17
ranch,5,0,89,4
genuine,0,0,152,25
dollar,20,0,102,20
cheerful,10,20,148,10
polite,5,0,127,11
Taylor,10,0,83,16
cake,10,0,73,9
happily,10,0,93,16
views,5,0,88,15
elsewhere,10,0,227,20
unlike,10,0,102,22
cart,5,0,78,5
valuable,20,0,127,25
formal,15,0,91,21
lightning,5,0,152,36
burden,5,0,102,16
intimate,5,0,186,31
piano,5,0,94,19
lighted,10,0,135,18
newspapers,15,0,196,45
African,10,0,99,16
distinguished,20,0,244,48
attacked,20,10,165,20
visitors,10,0,150,37
reveal,10,0,134,16
wherever,0,0,179,14
trusted,10,0,150,17
strongly,10,0,131,27
aboard,15,0,107,24
liberty,5,0,127,16
basis,15,0,88,15
lawn,10,0,64,10
des,10,0,70,3
citizens,5,0,155,29
Bishop,5,0,86,26
divided,15,0,121,30
intelligent,10,0,243,41
magnificent,10,0,200,37
dealing,15,0,135,20
destruction,10,0,222,36
chill,10,0,72,10
doctors,10,0,130,33
f,5,0,7,0
falls,25,0,74,14
elements,10,0,200,28
cow,0,0,38,16
studies,15,0,145,24
Latin,5,0,93,16
performed,10,0,167,28
Dave,5,0,66,3
China,5,0,84,16
curtain,5,0,127,32
surrounding,10,0,174,39
uttered,5,0,170,7
countries,5,0,183,35
sheriff,15,0,128,14
centuries,5,0,198,27
aspect,10,0,123,25
blessed,20,0,143,16
weakness,20,0,168,19
bold,10,0,52,16
keen,5,0,99,7
oak,10,0,49,14
unfortunate,10,0,221,38
Francisco,10,0,142,33
awkward,20,0,96,20
traditional,20,0,231,35
labor,10,0,82,20
plants,15,0,109,19
principle,5,0,150,37
knelt,10,0,100,16
Canada,20,0,107,4
counted,5,0,137,26
shoved,10,0,114,23
reserved,10,0,185,14
cloak,15,0,70,23
protested,10,0,209,26
prepare,5,0,148,29
lovers,10,0,113,19
drawer,10,0,118,10
catching,5,0,134,26
activities,10,0,210,37
kingdom,10,0,92,29
confess,15,0,134,25
healthy,10,0,144,26
Robin,0,0,68,34
permitted,5,0,195,26
praise,10,0,126,27
al,10,0,37,6
dropping,5,0,112,18
visitor,5,0,131,34
kick,10,10,34,16
consequence,5,0,222,39
ruined,5,0,118,16
stroke,10,0,127,18
designed,15,0,168,22
drug,5,0,45,12
commanded,15,0,154,22
b,0,0,4,0
nerves,5,0,136,13
treasure,10,0,191,16
hatred,10,0,139,8
hunt,0,0,74,19
preparing,5,0,157,40
cracked,15,10,112,18
echoed,5,0,138,19
pardon,10,0,104,32
Eddie,10,0,85,13
outer,0,0,114,7
Howard,10,0,85,24
amongst,10,0,127,23
arose,10,0,122,19
load,15,0,72,14
editor,5,0,139,19
Andy,5,0,39,6
remove,0,0,127,25
ours,5,0,68,8
Scotland,15,0,128,24
significant,15,0,195,46
kissing,15,0,108,25
lifting,10,0,114,20
cooking,5,0,103,24
rent,0,0,104,9
shell,15,0,100,9
gifts,10,0,80,19
Jeff,10,0,51,5
convince,0,0,142,37
homes,5,0,105,23
dishes,15,0,128,19
steadily,20,0,160,21
floating,15,0,140,31
killer,15,0,103,11
solemn,10,0,119,19
clearing,10,0,148,30
trap,5,0,75,15
monster,5,0,152,26
nonsense,10,0,197,27
Council,5,0,92,28
assistant,25,0,202,29
stumbled,15,0,129,25
Alan,10,0,57,12
sixteen,5,0,164,25
mistaken,15,0,159,36
elevator,10,0,183,27
sale,15,0,94,12
Lisa,10,0,64,16
conviction,0,0,174,52
spun,5,0,53,19
rescue,5,0,130,15
fog,5,0,35,15
print,0,0,92,23
standard,25,0,159,19
blowing,5,0,93,30
stole,10,0,119,16
leaped,15,0,131,26
amusement,10,0,190,29
departed,15,0,177,26
specific,10,0,128,45
pilot,5,0,88,11
accused,15,0,119,16
Kelly,10,0,68,10
holes,10,0,110,19
impulse,10,0,111,29
snake,15,0,104,10
respond,10,0,136,24
resumed,10,0,141,20
terribly,5,0,145,23
elegant,10,0,166,18
accounts,10,0,138,27
garage,10,0,117,11
Victoria,5,0,142,42
access,15,0,117,5
include,10,0,121,21
Anthony,0,0,114,34
drag,10,0,61,6
confident,10,0,177,41
argue,5,0,95,19
stable,15,0,125,20
que,0,0,47,10
prospect,5,0,145,43
gratitude,10,0,183,27
revenge,0,0,162,13
moonlight,5,0,157,39
raw,5,0,50,6
beaten,5,0,153,16
articles,15,0,168,29
limbs,10,0,64,11
referred,10,0,188,8
Majesty,15,0,115,14
prayers,10,0,129,23
owe,0,0,68,8
appointment,5,0,220,41
delay,15,0,93,18
upright,0,0,104,26
starts,15,0,135,18
colors,10,0,102,23
depths,10,0,121,19
sunshine,10,0,164,34
visiting,5,0,138,36
farmer,10,0,112,15
confirmed,10,0,155,38
straightened,15,0,270,39
Julie,5,0,79,15
percent,0,0,156,23
immense,5,0,151,17
bottles,10,0,151,23
repeat,5,0,152,23
remind,5,0,117,22
T.,0,0,0,0
Emperor,0,0,110,28
grim,0,0,52,16
hunger,0,0,109,18
v.,0,0,3,0
terrified,10,0,201,23
reward,10,0,118,10
personally,20,0,178,36
banks,15,0,71,9
species,10,0,149,34
overcome,0,0,158,38
groaned,10,0,142,22
acts,10,0,79,9
obtained,10,0,171,39
roar,5,0,83,18
overhead,10,0,175,25
worship,5,0,112,26
bushes,10,0,107,19
agony,5,0,79,24
Hi,0,0,21,8
region,0,0,126,22
severe,5,0,154,10
sensitive,10,0,206,30
strangely,15,0,171,19
F.,0,0,0,0
queer,0,0,103,11
wheels,10,0,133,15
Carl,10,0,55,8
composed,10,0,136,40
admired,15,0,134,18
thunder,5,0,143,23
status,15,0,125,22
neighbors,5,0,168,33
roses,10,0,117,17
intent,0,0,154,23
portrait,5,0,164,23
trembled,10,0,158,17
selling,15,0,128,17
alike,15,0,98,15
illness,20,0,141,13
apple,10,0,86,19
landscape,25,0,165,27
IV,0,0,0,0
steal,15,0,121,15
reception,0,0,199,32
interior,0,0,186,26
pretended,10,0,211,18
intend,5,0,139,20
attracted,15,0,208,18
instinct,5,0,164,29
exciting,0,0,142,25
contempt,0,0,157,43
fairy,10,0,76,17
encounter,0,0,201,29
clung,5,0,55,14
speaks,20,0,109,28
bored,5,0,96,16
savage,15,0,115,4
melancholy,15,0,169,28
bosom,5,0,76,34
Gordon,5,0,96,32
Betty,0,0,98,6
holiday,15,0,117,28
Josh,5,0,60,18
swing,5,0,73,15
bits,5,0,72,15
sadly,20,0,74,9
suspicious,15,0,152,48
abroad,15,0,107,20
St,0,0,27,5
essential,20,0,219,29
intellectual,20,0,249,48
ideal,15,0,108,16
Britain,5,0,132,32
Spain,5,0,71,36
Diana,10,0,90,16
goodness,15,0,160,23
require,0,0,142,15
experiences,5,0,245,38
spending,10,0,143,35
remarks,15,0,127,15
shopping,5,0,119,21
slope,10,0,98,16
issues,15,0,124,19
sheer,5,0,131,5
wholly,10,0,78,16
thanked,15,0,143,15
personality,15,0,214,40
domestic,10,0,156,36
Victor,0,0,97,30
ages,10,0,88,5
ladder,20,0,118,10
swift,10,0,81,14
wit,0,0,55,9
glancing,10,0,118,28
perceived,5,0,183,32
talent,10,0,149,24
pit,0,0,54,5
towel,5,0,107,17
glorious,10,0,129,27
cops,5,0,56,19
Nevertheless,15,0,269,31
pine,0,0,85,13
astonishment,15,0,264,45
angrily,10,0,108,12
leads,20,0,106,11
Samuel,10,0,90,16
wandering,10,0,168,18
balls,20,0,72,11
increase,10,0,187,19
questioned,10,0,207,33
brass,15,0,85,9
OK,0,0,0,0
carved,10,0,105,12
clenched,10,0,156,18
maintain,10,0,166,42
humanity,5,0,133,26
poems,5,0,93,11
target,5,0,141,18
daylight,15,0,128,25
Amanda,15,0,89,4
claims,15,0,92,29
bull,10,0,37,8
philosophy,10,0,151,56
passengers,20,0,208,23
swimming,5,0,109,31
minor,0,0,89,30
sets,10,0,103,8
rushing,5,0,111,26
Ryan,5,0,51,12
plates,15,0,127,19
areas,15,0,124,9
defend,15,0,129,10
wishing,5,0,112,30
Jamie,5,0,91,13
Mac,5,0,33,0
fashioned,20,0,183,27
accomplished,20,0,198,46
velvet,5,0,121,19
Larry,5,0,66,6
blocks,15,10,69,27
Ma,5,0,25,0
dumb,5,0,33,12
tour,0,0,76,9
contract,5,0,156,33
schools,15,0,122,18
uneasy,10,0,116,19
sits,10,0,86,14
client,5,0,127,21
Shakespeare,20,0,227,35
gloves,10,0,101,23
focused,15,0,116,31
jury,5,0,33,8
curse,5,0,92,15
hugged,5,0,90,18
beds,10,0,74,5
astonished,20,0,222,38
fourteen,5,0,179,17
glowing,5,0,95,30
moves,5,0,90,23
cultural,15,0,119,26
concealed,15,0,185,36
gang,5,0,57,0
fires,10,0,103,12
dread,15,0,106,8
denied,10,0,143,18
observe,5,0,143,20
regarding,10,0,165,24
independent,10,0,254,39
earnest,10,0,185,20
Rebecca,5,0,122,12
marched,10,0,127,12
ending,5,0,118,19
border,5,0,114,18
longing,5,0,108,28
throne,0,0,144,26
soup,5,0,56,13
scheme,5,0,129,10
glared,15,0,111,18
skull,20,0,54,7
chances,10,0,137,5
concrete,0,0,181,27
halfway,20,0,99,20
stunned,10,0,146,17
mothers,5,0,150,25
planted,15,0,141,18
consequences,10,0,241,41
Russia,15,0,92,28
roots,5,0,109,13
growth,0,0,99,24
urge,0,0,70,10
eternal,10,0,178,15
captured,10,0,143,22
arrangement,10,0,242,25
bush,5,0,50,14
agents,10,0,135,15
accent,5,0,127,11
fetch,5,0,99,9
aim,5,0,53,16
financial,20,0,158,35
commander,10,0,159,22
shy,5,0,43,7
deadly,20,0,106,12
deserve,10,0,167,13
examination,10,0,227,37
retreat,5,0,191,13
seventy,5,0,151,17
wolf,10,0,48,13
patted,10,0,136,18
betrayed,10,0,169,20
distress,20,0,174,21
observation,10,0,220,35
thighs,5,0,110,22
backs,15,10,59,9
divorce,5,0,124,35
profession,15,0,193,38
polished,15,0,149,18
humble,5,0,88,25
ringing,0,0,112,28
swinging,5,0,121,31
Marcus,10,0,78,21
newly,5,0,83,12
scale,15,0,102,12
Lawrence,5,0,154,11
director,5,0,166,28
nervously,10,0,147,32
plus,10,0,45,11
babies,10,0,111,15
angle,10,0,101,11
Jessica,15,0,130,20
blown,5,0,66,18
authorities,10,0,245,45
afterward,20,0,177,18
tragedy,10,0,132,13
Louise,5,0,109,21
conference,5,0,219,31
routine,0,0,155,23
exchanged,10,0,167,7
policeman,10,0,160,20
strode,10,0,138,18
electric,5,0,171,31
gripped,5,0,107,18
principles,10,0,169,39
tightened,5,0,209,25
attempts,10,0,176,29
powder,5,0,104,12
palms,15,0,69,23
emergency,0,0,180,23
rings,5,0,84,13
Albert,5,0,100,17
ya,5,0,30,6
element,5,0,181,24
sensible,15,0,172,32
reduced,10,0,136,18
Cambridge,10,0,132,19
serving,5,0,125,23
sleeve,10,0,148,16
Fort,0,0,68,15
tones,5,0,127,18
bothered,5,0,179,24
circles,10,0,125,29
cursed,10,0,104,16
autumn,5,0,96,18
inn,0,0,61,8
rapid,10,0,82,22
waiter,5,0,136,16
Santa,10,0,96,10
adopted,15,0,144,18
stained,15,0,163,29
reckon,5,10,110,22
pounding,5,0,117,26
strain,10,0,130,25
organization,10,0,228,43
lane,10,0,95,9
wounds,10,0,90,19
climbing,5,0,100,32
senior,5,0,139,19
warrior,5,0,129,16
elder,10,0,119,11
impatient,5,0,192,49
leaders,20,0,163,15
production,5,0,167,48
bills,15,0,69,15
stuffed,20,0,119,13
argued,10,0,108,20
acquired,10,0,131,14
qualities,15,0,171,34
underneath,10,0,226,31
alert,10,0,120,13
jobs,10,0,46,15
cigar,5,0,78,20
Ned,5,0,51,4
conflict,10,0,126,39
raced,10,0,102,8
cheese,5,0,160,7
theme,0,0,129,14
freely,10,0,119,9
threatening,5,0,259,39
amazing,10,0,104,16
warriors,10,0,148,19
entry,0,0,109,11
uncertain,5,0,186,33
arrangements,15,0,261,29
tapped,10,0,114,23
photographs,10,0,188,65
Williams,20,0,117,21
ing,0,0,47,8
casual,20,0,97,20
grab,5,0,53,8
writes,5,0,130,13
tin,0,0,68,11
mortal,10,0,112,26
louder,10,0,112,12
determination,10,0,298,44
relatives,15,0,201,33
creation,5,0,180,26
weeping,0,0,136,18
rude,5,0,77,9
function,5,20,134,29
column,5,0,79,20
courtyard,10,0,145,28
unit,0,0,77,18
victims,5,0,106,33
attorney,5,0,184,24
demands,20,0,135,7
lessons,20,0,150,25
steep,5,0,128,13
potential,10,0,199,32
shots,10,0,106,18
goin,0,0,70,18
butter,0,0,123,12
Kevin,0,0,82,22
amazed,15,0,107,4
perform,5,0,116,24
deliver,10,0,143,20
laying,10,0,90,22
supported,10,0,157,19
inevitable,10,0,209,41
disgust,15,0,113,31
suicide,10,0,128,30
Karen,5,0,101,8
Governor,0,0,142,40
ignore,0,0,126,23
analysis,25,0,146,27
scientific,10,0,191,43
eh,0,0,56,3
absurd,15,0,87,12
highway,5,0,101,26
tobacco,5,0,118,22
wretched,5,0,168,14
corpse,5,0,112,31
Clara,15,0,79,20
peaceful,15,20,142,20
located,15,0,146,20
Ross,10,0,61,17
wildly,15,0,71,18
checking,5,10,123,22
fifth,10,0,80,17
construction,5,0,223,52
taxi,5,0,73,13
relative,10,0,182,31
barrel,10,0,115,10
annoyed,10,0,144,16
Pierre,0,0,133,15
tunnel,5,0,126,17
visits,10,0,110,29
Joan,5,0,67,18
washing,10,0,116,20
drugs,10,0,64,13
steam,10,0,116,9
patients,10,0,183,35
code,5,0,82,17
clasped,20,0,121,30
surprising,10,0,156,47
traveling,10,0,170,23
slapped,20,0,118,29
recognition,0,0,225,46
drops,10,0,78,17
toes,5,0,107,12
lest,10,0,96,11
swore,5,0,105,14
data,15,0,89,12
offices,15,0,122,24
purposes,10,0,136,25
Phil,5,0,51,10
campaign,10,0,118,36
degrees,10,0,170,11
solution,10,0,153,27
covers,5,0,109,25
roared,10,0,134,20
Ted,5,0,51,4
minded,10,0,112,20
delightful,20,20,162,28
crushed,10,0,123,18
bitterly,5,0,154,20
disappear,20,0,169,38
miracle,10,0,129,27
profound,10,0,117,34
altar,15,0,106,18
rail,10,0,75,14
liquid,10,0,75,22
communication,5,0,218,66
alongside,20,0,176,33
nephew,0,0,128,24
ignorant,5,0,160,31
vaguely,10,0,98,18
motionless,15,0,209,39
net,0,0,86,5
