word,home_row_score,bigram_bonus,frequency_score,movement_cost
sailors,20,0,136,16
measured,25,0,166,24
odds,10,0,67,8
madam,10,0,76,12
mayor,10,0,78,26
blushed,20,0,113,19
Negro,10,0,85,5
deeds,15,0,121,11
Karl,5,0,55,0
notebook,30,0,160,19
painfully,15,0,117,28
irony,10,0,88,10
dearest,25,0,178,14
grows,10,0,73,9
concentration,45,0,278,38
coldly,5,0,74,12
requested,30,0,200,22
Austin,20,0,96,20
loneliness,35,0,222,27
mechanical,25,16,183,28
darted,15,0,133,8
Jerusalem,25,0,165,24
shaft,20,0,96,11
solitude,25,0,161,17
neglected,25,0,201,18
yelling,10,0,115,22
obeyed,15,0,122,25
guarded,15,0,120,10
moaned,20,16,125,18
cunning,20,0,104,24
cousins,25,0,118,21
flush,15,0,64,9
condemned,25,0,180,26
und,10,0,41,9
vol,5,0,38,8
copper,10,0,99,6
outward,20,0,120,13
license,20,0,157,12
examining,20,0,159,42
Canadian,25,16,148,18
conversations,45,0,263,45
hitting,20,0,141,25
nuts,20,0,75,7
disguise,20,0,145,32
Moore,15,0,101,4
aircraft,15,0,148,4
elected,20,0,175,14
warrant,20,16,139,15
bullets,20,0,121,12
Donald,15,0,92,12
anyhow,20,16,99,25
boards,15,0,101,12
reserve,20,0,172,28
commission,25,0,168,32
temples,20,0,147,19
invented,25,0,180,24
dislike,10,0,126,18
transformed,30,16,214,32
Gary,5,0,48,10
sickness,25,0,147,24
Campbell,10,0,104,22
disbelief,15,0,173,20
drift,5,0,86,4
pop,5,0,34,2
Kennedy,20,0,135,22
temptation,35,0,221,34
penny,15,0,90,10
da,5,0,37,0
booth,20,10,95,8
punch,15,0,61,17
tub,10,0,40,3
folly,5,0,59,12
patrol,15,0,110,10
scanned,25,16,143,19
perfection,25,0,206,22
paths,20,10,95,7
stubborn,25,0,124,17
standards,30,16,178,26
closest,25,0,146,20
Caesar,20,0,124,14
beef,10,0,87,5
owners,20,0,125,20
conceived,20,0,172,32
farmers,15,0,131,19
application,25,0,193,14
artists,25,0,156,21
episode,20,0,157,18
whence,20,0,130,17
Englishman,25,16,149,34
costume,25,0,131,18
Orleans,20,16,132,11
rival,5,0,78,16
affect,15,0,112,8
realm,10,0,100,10
perfume,15,0,122,14
echo,15,0,87,11
smells,15,0,107,16
vengeance,30,16,197,34
chains,20,0,111,17
resolve,20,0,151,28
behave,20,0,126,25
reign,10,0,103,10
VI,0,0,0,0
prime,5,0,90,10
increasingly,25,0,214,52
pan,10,16,51,6
session,30,0,159,23
Ivan,10,16,48,22
disturbing,20,0,158,36
appearing,20,0,164,16
Frederick,10,0,156,11
Carrie,10,0,119,2
misfortune,30,0,188,34
widely,5,0,97,21
bald,5,0,54,5
independence,35,0,274,42
discourse,25,0,167,32
Co.,5,0,23,2
Gerald,10,0,105,4
begging,10,0,102,17
twist,15,0,101,20
attraction,35,0,221,22
refer,10,0,119,8
Admiral,5,0,95,12
fiery,5,0,90,14
Lou,10,0,31,3
probable,15,0,130,22
breaks,15,0,106,18
ninety,20,0,133,24
wrists,15,0,111,20
gravity,10,0,105,26
achieve,20,0,151,24
Navy,5,0,33,10
Arnold,10,0,86,12
Grandma,15,16,107,24
Stanley,20,16,128,30
rabbit,10,0,100,14
resentment,40,0,253,30
happier,15,0,131,9
strictly,15,0,139,25
Raymond,15,0,93,30
alcohol,20,0,120,10
regiment,20,0,176,20
lust,15,0,67,10
hood,15,0,76,5
shelves,25,0,147,26
fuel,10,0,65,6
coin,10,0,72,8
occupation,30,0,169,21
spat,15,0,76,11
stack,15,0,81,10
measures,30,0,172,27
jewels,15,0,115,21
suite,20,0,113,13
snorted,25,0,158,15
hearth,25,10,144,10
softened,30,0,185,23
parallel,15,0,147,4
pleasures,30,0,183,25
feeble,15,0,138,12
underground,30,0,185,25
shine,20,0,117,17
rug,5,0,32,6
Rosa,15,0,66,14
twisting,20,0,149,36
Logan,15,16,73,8
declare,15,0,152,6
Noah,15,0,65,7
Vincent,20,0,135,20
assurance,35,16,180,28
Hal,5,0,37,0
j,0,0,0,0
Atlantic,20,16,140,20
artistic,20,0,166,22
Seth,15,10,84,5
cocked,10,0,92,8
fascinated,30,0,202,34
erect,15,0,130,10
shorts,25,0,124,14
sparkling,15,0,129,25
Countess,35,0,154,15
dwelling,10,0,129,26
registered,25,0,236,22
socks,15,0,71,16
languages,30,16,159,25
awareness,35,0,208,29
Frances,20,16,128,19
stricken,20,0,154,15
wrath,15,10,95,12
renewed,20,0,172,22
helmet,20,0,141,17
ankle,15,16,97,16
destination,40,0,254,40
mug,5,0,22,6
medium,10,0,94,12
Quinn,15,0,70,12
edged,10,0,108,6
apologize,20,0,153,20
core,10,0,87,4
tomb,10,0,61,9
motives,20,0,138,31
Tyler,5,0,74,24
era,10,0,81,2
painter,20,0,155,12
topic,10,0,85,4
rocking,10,0,98,20
casting,20,0,126,26
purely,10,0,88,20
vulnerable,25,0,179,32
ashore,25,0,140,16
snap,15,0,70,7
scarce,15,0,116,9
bade,10,0,80,7
preparation,30,0,226,18
spilled,10,0,121,11
coarse,20,0,130,14
momentarily,25,0,204,34
primary,5,0,100,22
Megan,15,16,89,10
Antonio,25,0,134,23
gleam,10,0,88,10
childish,15,0,131,19
ache,15,0,89,8
comic,5,0,67,12
dense,20,0,128,12
disturb,15,0,111,19
joining,15,0,111,26
sworn,15,0,87,15
teasing,25,0,156,30
strolled,20,0,162,13
strings,20,0,130,26
nail,10,0,78,6
intervals,25,0,183,35
winked,10,0,101,21
sobbing,15,0,98,27
mix,0,0,29,10
handling,20,16,135,29
furiously,20,0,122,30
lab,5,0,41,5
taller,15,0,132,8
downtown,25,0,140,20
leapt,15,0,108,8
beautifully,25,0,169,29
settling,25,0,171,23
intimacy,15,0,135,34
Ken,10,0,58,6
mistakes,25,0,158,29
examples,20,0,145,25
Hollywood,15,0,118,22
essence,30,0,181,22
defeated,25,0,198,16
requires,20,0,161,19
ties,15,0,105,11
sleepy,15,0,119,21
reflect,15,0,148,12
caution,25,0,132,14
drifting,10,0,133,20
propped,10,0,109,6
pet,10,0,71,4
promising,15,0,141,38
sixth,15,10,86,14
detailed,20,0,186,12
persisted,25,0,199,32
sunny,20,0,74,11
Napoleon,25,0,146,10
incidents,25,0,188,23
whirled,10,0,127,11
bout,15,0,62,7
attacks,25,0,133,17
breathless,35,10,219,26
blazing,10,0,88,35
logical,10,0,107,2
pathetic,25,10,170,14
dated,15,0,115,8
roused,20,0,119,14
eyelids,15,0,147,25
gracious,20,0,128,7
husbands,30,16,127,34
wonders,20,0,138,28
draped,10,0,112,4
consisted,30,0,188,28
channel,25,16,142,22
tube,15,0,78,6
relatively,20,0,200,38
perceive,15,0,170,22
isolated,25,0,177,22
vessels,25,0,148,25
overwhelmed,25,0,215,41
battered,25,0,190,17
floors,15,0,101,9
Nelson,20,0,112,22
smashed,25,0,139,23
yield,5,0,90,14
wrought,20,0,107,19
solemnly,20,0,137,31
Gilbert,10,0,121,14
colleagues,30,0,189,15
columns,20,0,98,11
differently,20,0,207,26
Clare,10,0,93,2
compliment,20,0,170,28
dates,20,0,122,11
linked,10,0,106,14
obscure,20,0,119,23
accurate,25,0,157,12
hears,20,0,118,12
frankly,10,16,90,24
hastened,35,0,198,27
surgeon,25,0,132,15
creative,20,0,178,26
caring,10,0,98,12
strict,15,0,121,11
texts,20,0,112,9
Todd,5,0,48,2
fragments,25,0,167,19
partners,25,0,171,19
critics,10,0,123,15
delivery,10,0,149,30
acres,15,0,108,7
shells,20,0,119,14
titles,20,0,144,19
earnestly,30,0,203,34
outline,25,0,149,17
instruments,40,0,225,33
dismay,10,0,90,26
Sydney,10,0,83,38
hideous,25,0,140,14
repeating,25,0,199,28
Tess,15,0,76,7
Senator,25,0,151,20
suspicions,30,0,164,22
boring,10,0,92,17
canoe,20,16,114,12
Georgia,15,0,130,4
tendency,25,0,171,34
darker,10,0,114,6
Miranda,15,16,121,12
grimly,0,0,70,22
frowning,15,0,122,26
adjusted,25,0,143,16
roaring,15,0,130,14
licked,5,0,94,6
association,40,0,230,28
wars,10,0,69,14
hast,20,0,89,15
housekeeper,40,0,247,23
tumbled,15,0,110,14
churches,25,0,137,23
irritated,20,0,207,16
rider,5,0,108,4
depressed,25,0,202,18
Maurice,15,0,118,8
rotten,25,0,153,10
cemetery,20,0,181,26
teased,25,0,160,18
earliest,25,0,198,12
Mister,15,0,123,14
apology,15,0,99,14
chaos,20,0,93,17
noisy,15,0,89,16
paced,10,0,89,4
judged,10,0,78,10
Jan,10,16,45,6
quest,20,0,93,13
sour,15,0,68,11
recognised,25,0,204,32
referring,15,0,184,20
coins,15,0,91,9
overwhelming,25,0,212,53
youthful,25,10,109,24
subsequent,40,0,183,29
frantic,15,16,126,12
rivers,10,0,117,23
anticipated,30,16,230,20
Eva,5,0,27,16
traces,20,0,135,11
di,0,0,34,0
spared,15,0,118,11
Joyce,10,0,75,22
awaiting,20,0,151,34
arguing,15,0,104,18
weep,10,0,89,7
Stella,15,0,114,8
shivering,20,0,164,35
warmed,10,0,108,19
psychological,25,0,186,32
glowed,10,0,99,14
neighbours,30,0,176,29
chiefly,10,0,110,24
ultimately,25,0,183,41
squeeze,25,0,142,27
Miriam,5,0,92,6
prose,15,0,103,12
unaware,25,0,141,25
heroic,15,0,126,7
Kyle,5,0,56,22
handing,20,16,123,29
considerably,25,0,207,38
dedicated,20,0,195,12
interpretation,45,0,329,34
experiment,25,0,214,26
Carlos,15,0,96,7
attending,30,0,197,28
trailed,15,0,154,8
drunken,20,0,120,16
transferred,30,16,240,26
kidding,5,0,96,15
Connie,20,0,122,14
Leslie,15,0,128,16
revelation,30,0,225,30
filthy,10,10,91,10
ruled,10,0,89,10
bedside,15,0,146,21
aching,15,0,98,22
hurrying,15,0,116,37
Claude,15,0,96,8
succession,35,0,184,27
weighed,15,0,141,17
Hans,15,16,64,7
Thompson,25,0,116,38
ached,15,0,102,10
wider,5,0,97,11
sniffed,15,0,124,11
magical,10,0,104,6
baseball,20,0,139,25
ankles,20,16,116,21
descent,25,0,164,22
Christians,30,16,188,31
arrows,15,0,109,9
engineer,25,0,200,22
Amelia,10,0,103,12
thereby,20,10,150,16
swell,10,0,88,9
mouse,20,0,95,16
identical,20,0,185,12
fatigue,20,0,132,12
Judy,5,0,27,16
complaint,20,0,149,20
smoothly,25,10,135,27
Malcolm,10,0,87,8
Fortunately,35,0,204,34
goat,15,0,80,6
mock,5,0,40,9
cord,5,0,62,2
wipe,5,0,72,9
tips,10,0,73,11
ribbon,10,0,91,14
revolver,15,0,153,32
profile,10,0,124,4
sized,10,0,91,25
eyebrow,15,0,134,31
warmly,5,0,75,29
trigger,10,0,134,8
wander,15,16,121,23
acceptance,30,16,203,26
noticing,20,0,146,24
giggled,5,0,102,4
harbor,15,0,106,15
wiping,5,0,81,19
opera,15,0,109,5
levels,15,0,122,23
Craig,5,0,69,0
circled,5,0,118,4
dipped,5,0,96,4
corrected,20,0,191,14
panting,20,16,125,24
wallet,15,0,121,11
sweetheart,40,10,255,19
stillness,30,0,188,22
Joey,10,0,67,10
interfere,25,0,225,18
beans,20,16,106,12
comrades,20,0,150,19
contest,30,0,163,18
blocked,10,0,101,13
classic,15,0,112,14
inspiration,30,0,220,28
improved,10,0,128,28
cargo,10,0,79,1
natives,25,0,153,33
healing,20,0,140,17
repair,10,0,125,4
beheld,15,0,124,11
comfortably,20,0,159,42
mischief,15,0,139,34
derived,10,0,144,20
proportion,25,0,183,18
Mum,5,0,16,6
sandwich,20,16,131,38
debate,20,0,145,16
observing,20,0,152,43
tangled,20,16,141,20
Pearl,10,0,93,4
survival,15,0,109,39
administration,40,0,286,52
spray,10,0,73,17
eternity,25,0,196,28
travelled,20,0,186,24
simultaneously,45,16,245,61
situations,40,0,210,30
failing,10,0,111,12
chorus,20,0,94,17
lump,5,0,33,12
conception,30,0,194,30
hitherto,30,10,190,22
jar,5,0,43,2
downward,15,0,125,16
item,10,0,93,10
coats,20,0,102,9
Dennis,20,0,118,19
brutal,15,0,94,13
affectionate,40,0,265,30
competition,30,0,221,34
deputy,15,0,98,14
accepting,20,0,159,24
chimney,15,0,119,30
propose,20,0,132,14
tennis,25,0,146,19
countryside,30,0,201,34
chat,15,0,78,14
apt,10,0,57,4
fascinating,30,0,199,46
scandal,20,16,121,19
refusing,20,0,137,30
i.e.,5,0,59,4
liking,5,0,83,18
cafe,10,0,78,2
thankful,25,26,120,26
pony,10,0,54,10
artificial,15,0,184,8
finishing,20,0,153,38
kin,5,0,43,9
approved,15,0,130,16
costs,20,0,96,13
worker,10,0,106,13
fools,15,0,83,9
seas,20,0,101,14
engines,25,0,163,25
neighbourhood,40,0,233,32
addressing,25,0,191,26
landlord,15,16,135,14
perched,15,0,139,14
Edgar,5,0,61,0
cease,20,0,128,16
unnecessary,40,0,220,33
packing,10,0,88,18
photos,25,0,115,21
positively,20,0,175,48
behold,15,0,108,11
rounds,20,0,101,19
simplicity,10,0,148,29
garments,25,0,160,19
bury,5,0,37,15
Collins,15,0,107,9
kneeling,20,0,158,23
Belle,10,0,100,6
fancied,15,16,132,16
[Icolours,20,0,111,15
video,10,0,97,11
pinned,15,0,118,12
Cassie,20,0,122,16
constructed,35,0,210,28
clapped,10,0,107,4
preparations,35,0,244,19
ropes,15,0,103,9
trash,20,0,107,13
inherited,25,0,214,20
crashed,20,0,139,14
extensive,30,0,205,32
swords,15,0,98,16
Marshall,20,0,128,14
Herr,5,0,74,4
scorn,15,0,88,15
sentences,40,0,228,30
crowds,10,0,88,21
consumed,25,0,136,20
improve,10,0,115,26
tribes,15,0,128,17
hauled,20,0,114,15
horns,20,0,98,12
hesitate,35,0,213,29
matched,20,0,136,24
huddled,15,0,115,9
unlocked,20,0,125,17
essay,20,0,106,22
depression,30,0,214,24
Museum,20,0,81,16
unexpectedly,30,0,215,35
awfully,10,0,77,30
enjoyment,30,0,180,34
boiled,10,0,111,9
ne,10,0,58,4
bat,10,0,56,9
jet,10,0,66,4
Jon,10,0,43,6
nurses,25,0,123,23
quantity,25,16,135,29
cautious,30,0,139,15
mourning,20,0,123,34
describes,20,0,179,27
customer,25,0,149,24
fading,10,0,91,12
declined,15,0,163,16
ter,10,0,83,4
supreme,20,0,134,17
satin,20,0,112,21
retreated,30,0,242,20
mattress,30,0,180,21
avoiding,15,0,131,28
Lizzie,5,0,80,20
launched,25,0,143,22
guardian,20,16,135,12
instinctively,30,0,244,60
jest,15,0,85,10
cents,20,0,113,11
deaths,25,10,140,11
passions,30,0,151,21
bred,5,0,73,9
crooked,15,0,125,6
luggage,15,0,101,8
helpful,15,0,101,11
representative,45,0,336,48
Harvey,10,0,89,22
deliberate,25,0,234,20
rattled,20,0,160,12
accordingly,15,0,160,24
toy,10,0,56,12
diamonds,20,0,140,29
attendant,40,16,222,24
races,15,0,108,7
groan,15,16,91,8
slumped,15,0,103,23
feather,25,10,171,14
tenderly,20,0,172,26
render,15,0,145,16
register,20,0,185,18
carries,15,0,147,7
Cal,5,0,37,0
Evelyn,10,0,79,30
rocky,5,0,57,12
punished,25,0,143,26
resembled,20,0,188,26
Gregory,10,0,109,16
swam,10,0,58,15
vehicles,20,0,158,21
appreciation,30,0,237,18
apprehension,40,0,251,26
armor,10,0,90,12
Oscar,10,0,70,14
Joanna,25,16,112,14
behaved,20,0,139,27
heartily,20,0,165,23
applause,25,0,138,12
headache,30,0,183,13
sales,20,0,113,14
doubtful,20,0,102,16
crawl,5,0,70,14
cuts,15,0,63,7
mused,15,0,85,14
agitated,25,0,181,16
Carolina,20,0,143,14
im,0,0,28,6
preacher,20,0,169,14
Rev.,5,0,41,16
respects,25,0,173,25
ol,5,0,35,1
shiver,15,0,117,23
spectacle,25,0,181,21
blush,15,0,62,14
shrug,15,0,70,13
bike,5,0,66,9
heated,25,0,159,13
panel,15,16,101,12
Mitch,10,0,75,13
disgrace,15,0,148,16
Kent,15,0,86,8
meadow,15,0,112,13
objection,25,0,165,25
helps,15,0,93,12
nineteen,35,0,223,24
complexion,20,0,158,26
suggesting,30,0,171,33
flicked,5,0,101,6
bronze,15,0,104,21
wheeled,20,0,164,11
fright,10,0,97,6
Ellie,5,0,83,2
funds,15,0,67,19
Harrison,20,0,143,18
recollection,30,0,248,24
tremble,15,0,145,18
Phoebe,20,0,121,16
rises,15,0,115,17
locks,10,0,64,11
masses,25,0,127,23
willingly,5,0,117,29
opportunities,40,0,256,32
unseen,30,0,144,13
spoon,20,0,90,13
Baker,10,0,83,6
Becky,5,0,55,14
diary,5,0,82,10
Robinson,25,0,130,28
hooked,20,0,116,9
virtually,15,0,132,26
laughs,20,0,88,13
plump,5,0,39,12
pounded,20,0,120,16
torch,15,0,94,9
Irene,15,0,114,10
jerk,5,0,59,7
yourselves,30,0,184,47
Horace,15,0,111,4
liberal,10,0,130,10
Harper,10,0,104,4
mentally,20,0,147,24
monkey,15,0,96,24
fragile,10,0,126,2
screams,20,0,134,20
rim,0,0,46,6
tho,15,10,68,5
proceedings,25,0,210,25
vulgar,10,0,72,8
barrier,10,0,142,9
traditions,30,0,213,19
followers,20,0,158,23
awaited,20,0,155,22
pillows,10,0,99,9
reads,15,0,112,11
stamped,20,0,135,23
entertained,40,0,285,30
replace,15,0,145,6
rational,25,0,170,20
Murray,10,0,75,16
Troy,5,0,46,10
Edinburgh,15,0,109,19
Cape,10,0,68,2
calculated,25,0,176,14
separation,35,0,221,21
merit,10,0,111,10
Leon,15,0,81,8
cowboy,10,0,71,22
thrill,10,10,109,6
pots,15,0,74,7
parade,15,0,124,2
vegetables,30,0,211,33
frightening,25,0,203,30
solve,15,0,95,21
exceedingly,20,0,201,32
unwilling,15,0,128,23
economy,20,0,125,22
crumpled,10,0,111,16
rocked,10,0,102,8
pleasantly,30,16,189,40
Solomon,20,0,107,18
golf,5,0,47,2
makeup,15,0,86,14
gasp,10,0,55,14
fashionable,35,0,211,38
folds,10,0,73,9
peasants,35,16,178,29
spoiled,15,0,131,13
muddy,5,0,47,16
pulls,10,0,57,13
candy,10,16,72,22
sexy,10,0,63,13
harmony,20,0,117,25
lend,10,0,83,12
shades,25,0,132,14
vacant,20,16,108,16
couples,20,0,114,13
stall,15,0,95,7
Ethan,20,26,90,16
anchor,20,16,112,22
Scottish,25,0,143,17
shorter,25,0,161,15
ridden,10,0,123,6
bulk,5,0,27,8
random,15,16,105,18
del,5,0,63,4
advise,15,0,118,28
Stewart,20,0,142,22
references,30,0,243,27
Edmund,10,0,61,18
rack,5,0,53,3
providing,10,0,130,28
resigned,20,0,173,26
executed,25,0,171,14
appreciated,25,0,224,12
cupboard,15,0,105,16
smelling,15,0,136,21
imaginary,15,0,148,34
drawers,15,0,137,21
lingering,15,0,163,28
bursting,20,0,124,31
leisure,20,0,154,20
wits,10,0,74,14
comforting,20,0,160,34
quivering,15,0,136,35
visions,20,0,126,29
ambulance,25,16,148,26
scare,15,0,108,9
Melissa,20,0,134,18
waitress,25,0,174,22
shudder,20,0,127,11
annual,25,16,110,12
Leonard,20,0,136,14
distinguish,30,0,194,41
brushing,20,0,115,31
startling,25,0,175,27
salad,15,0,93,7
subdued,20,0,104,17
tossing,25,0,135,28
Watson,25,0,113,18
organ,15,16,91,7
drum,5,0,46,6
gladly,5,0,73,10
substantial,40,16,207,29
tickets,20,0,143,13
destined,25,0,189,26
recording,15,0,165,18
transport,30,16,182,24
incapable,20,0,159,24
remainder,20,0,198,28
masculine,25,0,159,36
Gloria,10,0,98,2
correspondence,40,0,290,42
squad,15,0,65,15
technology,30,0,181,28
emptied,15,0,150,22
duck,5,0,32,9
cells,10,0,90,11
Ali,0,0,33,0
monk,10,0,52,15
celebration,30,0,234,28
Beatrice,20,0,175,14
Russians,30,16,131,21
shrill,10,0,100,7
announcement,50,16,255,38
encouragement,45,0,277,32
encourage,30,0,184,18
lounge,20,0,107,14
gut,10,0,42,4
Jess,15,0,76,7
yell,5,0,68,10
cute,15,0,82,6
monstrous,35,0,164,25
Ruby,5,0,19,10
watches,25,0,142,28
vicious,15,0,103,15
beliefs,15,0,139,16
Cynthia,20,10,117,22
Mars,10,0,61,7
wreck,5,0,74,14
wheat,20,0,115,11
swayed,15,0,107,29
arch,10,0,69,5
robbed,10,0,100,10
rolls,10,0,84,9
gestures,30,0,174,21
conventional,40,0,240,36
celebrate,25,0,209,20
inviting,15,0,139,36
soothing,30,10,157,27
picnic,5,0,85,12
realization,30,0,229,36
lacked,10,0,98,6
Republic,10,0,98,14
junior,15,0,90,14
scarf,10,0,76,7
virtues,20,0,134,19
curb,5,0,39,11
sketch,20,0,113,18
decades,20,0,154,11
stored,20,0,138,11
mule,10,0,66,8
ditch,10,0,87,13
Roland,15,16,92,14
severely,20,0,172,33
dwell,5,0,82,14
fro,5,0,47,1
provides,15,0,140,23
clicked,5,0,103,6
prompted,15,0,137,20
nursing,20,0,113,32
cruelty,15,0,118,16
yonder,15,0,118,24
Teddy,5,0,70,14
partially,15,0,151,18
Heather,25,10,164,14
provisions,25,0,172,37
Wells,10,0,81,11
judges,15,0,85,13
explains,20,0,141,13
confronted,30,0,197,24
trucks,15,0,83,19
betray,15,0,118,19
whispers,20,0,146,32
Arab,5,0,47,5
Steven,20,0,127,22
statements,45,0,248,30
thrilled,15,10,159,10
Caleb,10,0,79,5
successfully,30,0,165,37
wages,15,0,95,14
slavery,15,0,121,33
flooded,15,0,127,6
Eden,10,0,71,6
deaf,10,0,82,4
employees,25,0,187,33
writings,15,0,139,34
arc,5,0,51,0
ho,10,0,41,4
repeatedly,25,0,220,26
represents,35,0,241,25
flock,5,0,52,5
ducked,10,0,83,12
steering,25,0,188,19
scholar,20,0,123,17
paces,15,0,96,7
garbage,15,0,122,12
Percy,5,0,70,14
a.m.,5,0,32,12
sped,10,0,76,11
Sophia,15,0,92,12
Mademoiselle,30,0,245,28
Cameron,20,0,131,18
automatically,35,0,225,36
chasing,20,0,117,36
compound,20,0,108,24
adults,20,0,104,13
trips,10,0,91,11
Wayne,15,0,89,18
oddly,5,0,66,11
crisp,5,0,72,14
robes,15,0,102,13
surprisingly,20,0,174,43
approve,15,0,118,14
stooped,25,0,148,11
lo,5,0,35,1
Spencer,15,0,129,16
streaming,25,0,181,35
slain,15,0,97,13
depended,20,0,179,20
actors,20,0,120,15
Wales,15,0,94,7
Ibid,0,0,38,10
salary,15,0,104,17
timber,10,0,116,16
functions,30,0,153,27
Dante,20,16,110,10
ash,15,0,62,9
welfare,15,0,145,9
sweetness,40,0,226,20
biting,10,0,100,25
trifle,10,0,123,6
scar,10,0,70,7
honesty,30,0,151,27
sails,15,0,95,14
forests,25,0,150,15
wagons,20,0,99,14
Nell,5,0,62,4
odor,10,0,76,3
phrases,25,0,143,27
clubs,10,0,52,9
compare,15,0,124,14
Joel,10,0,73,4
selection,30,0,206,25
prices,10,0,110,7
Hawk,5,0,34,11
Casey,15,0,88,20
Ay,0,0,6,10
oven,15,0,84,17
lets,15,0,96,7
automatic,30,0,171,26
classical,20,0,149,14
pleading,15,0,140,16
Christianity,30,16,223,46
lofty,10,0,74,12
supporting,25,0,154,29
crawling,10,0,117,26
storage,25,0,155,9
Peggy,5,0,56,14
Sharon,20,0,104,16
v,0,0,3,0
tan,15,16,72,10
streams,25,0,153,20
doctrine,20,0,168,20
launch,20,0,92,17
dash,15,0,75,9
Leah,15,0,81,9
harvest,25,0,148,27
Mme,5,0,45,10
chased,20,0,121,24
definition,25,0,210,30
theories,30,10,202,13
Travis,10,0,85,23
threats,30,10,172,17
describing,15,0,169,36
engage,20,0,133,12
enabled,20,0,150,24
hurting,20,0,119,25
piercing,10,0,138,16
stiffened,25,0,190,19
Neil,5,0,71,4
commanding,20,16,150,36
petty,15,0,104,10
smallest,25,0,159,19
nothin,25,10,129,20
institution,40,0,235,30
crush,15,0,72,9
reverse,20,0,172,28
Satan,20,16,96,14
yanked,15,16,104,24
strategy,25,0,166,25
Jacques,20,0,99,11
accomplish,20,0,147,21
lt,5,0,39,4
deceived,15,0,172,24
smoothed,30,10,168,17
axe,10,0,63,6
rub,5,0,31,5
swaying,15,0,104,41
punched,20,0,112,22
poked,10,0,81,6
marching,15,0,124,28
network,20,0,135,19
spoil,10,0,80,9
git,5,0,54,4
occurs,15,0,84,14
Rita,10,0,73,8
wolves,15,0,102,26
Meredith,20,10,173,13
Victorian,20,16,163,14
fuss,15,0,53,7
regretted,25,0,223,12
ample,10,0,88,14
dangers,20,16,139,23
cannon,25,16,116,16
communicate,30,0,193,24
stockings,25,0,146,32
expenses,30,0,179,23
resort,20,0,143,18
dagger,10,0,105,4
tests,25,0,130,13
connections,40,0,228,27
hedge,15,0,113,7
scratch,20,0,124,20
dangling,15,16,123,24
hostess,35,0,163,20
Violet,15,0,121,6
hardened,25,0,183,17
seventh,30,10,164,24
Academy,10,0,97,10
h,5,0,18,0
existing,20,0,153,32
railing,10,0,123,12
enterprise,30,0,243,22
yon,10,0,49,14
coincidence,25,0,219,28
flashlight,25,0,165,20
justified,20,0,154,18
fare,10,0,87,2
refrigerator,25,0,256,16
assuming,25,0,125,32
virgin,5,0,89,14
talents,30,0,168,15
verses,20,0,135,25
blamed,10,0,99,17
illegal,10,0,126,4
bands,15,16,81,24
fake,10,0,72,4
irritation,25,0,220,22
perception,25,0,205,22
briskly,5,0,83,31
stations,35,0,181,22
skinny,15,0,89,19
Murphy,10,0,56,16
cough,15,0,63,11
instincts,30,0,183,33
novelist,25,0,163,30
Alas,10,0,56,7
boiling,10,0,107,17
demons,20,0,120,17
Duchess,25,0,111,19
Paula,15,0,69,6
strikes,20,0,144,16
restore,25,0,181,16
cancer,15,16,118,16
protecting,25,0,194,28
surgery,15,0,113,21
congregation,35,0,235,30
Hugo,10,0,37,7
inspection,30,0,203,32
someday,20,0,130,27
Abraham,15,0,97,26
trunks,20,0,95,21
federal,15,0,150,8
Homer,10,0,86,12
Jersey,15,0,119,24
rural,10,0,81,6
cavalry,10,0,96,26
commenced,20,0,163,24
expectation,35,0,233,32
whites,20,0,131,18
grandson,25,16,143,30
twentieth,35,10,224,23
knives,15,0,104,30
Christine,25,0,183,34
institutions,45,0,254,31
concert,20,0,143,20
fingertips,20,0,183,31
pierced,10,0,142,8
Pa,5,0,25,0
wrap,5,0,55,7
Sheila,15,0,114,10
dreaded,15,0,157,8
induced,15,0,121,22
survey,15,0,92,29
imagining,15,0,147,36
whisky,10,0,73,27
agitation,30,0,194,22
annoyance,35,16,185,44
inward,10,0,103,14
whatsoever,35,0,216,35
commitment,25,0,186,28
recovery,15,0,152,30
explore,15,0,135,10
ledge,10,0,107,6
Mitchell,15,0,137,18
slap,10,0,61,7
shadowy,20,0,110,17
projects,20,0,139,13
endured,20,0,148,20
fluttered,25,0,188,12
Egyptian,15,16,111,34
suppressed,30,0,184,21
heaved,20,0,135,21
procedure,20,0,170,14
il,0,0,33,0
react,15,0,116,8
wax,5,0,32,11
wears,15,0,107,14
tongues,30,0,141,23
retire,15,0,160,10
Dale,10,0,75,2
assignment,35,0,202,32
learnt,20,0,140,12
contented,35,0,215,20
blackness,25,0,148,22
hunters,30,0,149,18
eagle,15,0,119,4
sphere,20,0,137,19
pupils,10,0,72,13
click,0,0,52,3
electronic,25,0,214,26
touches,30,0,142,21
personnel,30,0,194,28
advancing,20,16,141,40
rats,15,0,89,7
alter,15,0,120,8
bounced,20,0,115,19
nicely,10,0,106,20
Kirk,0,0,41,3
Harvard,10,0,101,16
towers,20,0,132,23
tissue,25,0,132,16
necklace,20,0,152,14
logs,10,0,60,9
transfer,25,16,172,22
technical,25,0,178,16
semi,10,0,85,15
Derek,10,0,96,7
winced,10,0,107,23
dimly,0,0,59,22
indicating,20,0,182,32
depart,15,0,126,8
scholars,25,0,142,24
freed,10,0,114,4
Conrad,15,0,98,12
